Station_start,Station_end,Time,Adult,Senior,Standard,Student,WTCS,REF_STNSTART,Latitude_Start,Longitude_Start,REF_STNEND,Latitude_End,Longitude_End
EW1  Pasir Ris,DT34  Upper Changi,10,1.16,0.81,1.8,0.55,0.94,EW1 ,1.372983774,103.9492348,DT34 ,1.341737484,103.9614367
EW1  Pasir Ris,DT5  Beauty World,45,1.88,0.87,2.5,0.58,1.53,EW1 ,1.372983774,103.9492348,DT5  ,1.341223176,103.77581
EW1  Pasir Ris,DT6 King Albert Park,43,1.87,0.87,2.5,0.58,1.52,EW1 ,1.372983774,103.9492348,DT6 ,1.335665121,103.7838201
EW1  Pasir Ris,DT7  Sixth Avenue,41,1.85,0.87,2.5,0.58,1.51,EW1 ,1.372983774,103.9492348,DT7 ,1.330786387,103.7972561
EW1  Pasir Ris,DT8  Tan Kah Kee,39,1.81,0.87,2.4,0.58,1.48,EW1 ,1.372983774,103.9492348,DT8 ,1.325883209,103.8073292
EW1  Pasir Ris,EW1  Pasir Ris,0,0.77,0.54,1.4,0.37,0.63,EW1 ,1.372983774,103.9492348,EW1 ,1.372983774,103.9492348
EW1  Pasir Ris,EW10 Kallang,21,1.53,0.87,2.2,0.58,1.24,EW1 ,1.372983774,103.9492348,EW10,1.31148891,103.8713766
EW1  Pasir Ris,EW11 Lavender,23,1.57,0.87,2.3,0.58,1.27,EW1 ,1.372983774,103.9492348,EW11 ,1.30735702,103.8628215
EW1  Pasir Ris,EW12  DT14  Bugis,25,1.61,0.87,2.3,0.58,1.3,EW1 ,1.372983774,103.9492348,EW12 ,1.300465076,103.8557007
EW1  Pasir Ris,EW15  Tanjong Pagar,31,1.72,0.87,2.4,0.58,1.39,EW1 ,1.372983774,103.9492348,EW15,1.276521247,103.8458611
EW1  Pasir Ris,EW16 NE3  Outram Park,33,1.69,0.87,2.3,0.58,1.36,EW1 ,1.372983774,103.9492348,EW16,1.279764543,103.8395732
EW1  Pasir Ris,EW17  Tiong Bahru,35,1.75,0.87,2.4,0.58,1.42,EW1 ,1.372983774,103.9492348,EW17,1.286193393,103.827021
EW1  Pasir Ris,EW18  Redhill,37,1.78,0.87,2.4,0.58,1.45,EW1 ,1.372983774,103.9492348,EW18,1.289562726,103.8168209
EW1  Pasir Ris,EW19  Queenstown,39,1.83,0.87,2.5,0.58,1.5,EW1 ,1.372983774,103.9492348,EW19 ,1.294860933,103.8058913
EW1  Pasir Ris,EW2 DT32  Tampines,2,0.77,0.54,1.4,0.37,0.63,EW1 ,1.372983774,103.9492348,EW2 ,1.353301356,103.9451175
EW1  Pasir Ris,EW20 Commonwealth,41,1.85,0.87,2.5,0.58,1.51,EW1 ,1.372983774,103.9492348,EW20,1.302438735,103.7983136
EW1  Pasir Ris,EW21 CC22 Buona Vista,43,1.87,0.87,2.5,0.58,1.52,EW1 ,1.372983774,103.9492348,EW21 ,1.307183467,103.7902028
EW1  Pasir Ris,EW22 Dover,45,1.88,0.87,2.5,0.58,1.53,EW1 ,1.372983774,103.9492348,EW22 ,1.311405293,103.7786522
EW1  Pasir Ris,EW23 Clementi,48,1.9,0.87,2.5,0.58,1.55,EW1 ,1.372983774,103.9492348,EW23 ,1.314954492,103.7653168
EW1  Pasir Ris,EW25 Chinese Garden,54,1.95,0.87,2.5,0.58,1.6,EW1 ,1.372983774,103.9492348,EW25,1.342352821,103.7326244
EW1  Pasir Ris,EW26 Lakeside,56,1.96,0.87,2.5,0.58,1.61,EW1 ,1.372983774,103.9492348,EW26,1.344259249,103.7209802
EW1  Pasir Ris,EW27  Boon Lay,59,1.98,0.87,2.5,0.58,1.63,EW1 ,1.372983774,103.9492348,EW27 ,1.338604054,103.7060994
EW1  Pasir Ris,EW28  Pioneer,61,1.99,0.87,2.5,0.58,1.64,EW1 ,1.372983774,103.9492348,EW28,1.337586882,103.6973586
EW1  Pasir Ris,EW29 Joo Koon,65,2.01,0.87,2.5,0.58,1.66,EW1 ,1.372983774,103.9492348,EW29 ,1.327717173,103.6784167
EW1  Pasir Ris,EW3  Simei,5,0.87,0.61,1.6,0.42,0.71,EW1 ,1.372983774,103.9492348,EW3 ,1.343202895,103.9533387
EW1  Pasir Ris,EW30 Gul Circle,68,2.02,0.87,2.5,0.58,1.67,EW1 ,1.372983774,103.9492348,EW30,1.319505215,103.6605988
EW1  Pasir Ris,EW31  Tuas Crescent,70,2.02,0.87,2.5,0.58,1.67,EW1 ,1.372983774,103.9492348,EW31,1.321026553,103.6491245
EW1  Pasir Ris,EW32  Tuas West Road,72,2.02,0.87,2.5,0.58,1.67,EW1 ,1.372983774,103.9492348,EW32 ,1.329989089,103.6396662
EW1  Pasir Ris,EW33  Tuas Link,74,2.02,0.87,2.5,0.58,1.67,EW1 ,1.372983774,103.9492348,EW33,1.340463766,103.6369324
EW1  Pasir Ris,EW4  Tanah Merah,8,1.16,0.81,1.8,0.55,0.94,EW1 ,1.372983774,103.9492348,EW4 ,1.327187135,103.9463161
EW1  Pasir Ris,EW5  Bedok,11,1.23,0.87,1.8,0.58,1,EW1 ,1.372983774,103.9492348,EW5  ,1.323979969,103.9299587
EW1  Pasir Ris,EW6 Kembangan,13,1.33,0.87,2,0.58,1.09,EW1 ,1.372983774,103.9492348,EW6,1.321038249,103.9129282
EW1  Pasir Ris,EW7 Eunos,15,1.41,0.87,2.2,0.58,1.15,EW1 ,1.372983774,103.9492348,EW7 ,1.319778952,103.9032339
EW1  Pasir Ris,EW8 CC9  Paya Lebar,17,1.41,0.87,2.2,0.58,1.15,EW1 ,1.372983774,103.9492348,EW8,1.318112082,103.8930446
EW1  Pasir Ris,EW9  Aljunied,19,1.45,0.87,2.2,0.58,1.18,EW1 ,1.372983774,103.9492348,EW9 ,1.316432612,103.882893
EW1  Pasir Ris,NE1 CC29 HarbourFront,39,1.78,0.87,2.4,0.58,1.45,EW1 ,1.372983774,103.9492348,NE1 ,1.26547264,103.821446
EW1  Pasir Ris,NE10  Potong Pasir,35,1.61,0.87,2.3,0.58,1.3,EW1 ,1.372983774,103.9492348,NE10 ,1.331379525,103.869046
EW1  Pasir Ris,NE11  Woodleigh,33,1.57,0.87,2.3,0.58,1.27,EW1 ,1.372983774,103.9492348,NE11,1.339190046,103.8708081
EW1  Pasir Ris,NE12 CC13  Serangoon,27,1.53,0.87,2.2,0.58,1.24,EW1 ,1.372983774,103.9492348,NE12 ,1.349707875,103.8735637
EW1  Pasir Ris,NE13 Kovan,34,1.57,0.87,2.3,0.58,1.27,EW1 ,1.372983774,103.9492348,NE13,1.360179171,103.8850503
EW1  Pasir Ris,NE14 Hougang,36,1.65,0.87,2.3,0.58,1.33,EW1 ,1.372983774,103.9492348,NE14,1.371292292,103.8923636
EW1  Pasir Ris,NE15  Buangkok,38,1.69,0.87,2.3,0.58,1.36,EW1 ,1.372983774,103.9492348,NE15,1.382877858,103.8931042
EW1  Pasir Ris,NE16 STC  Sengkang,41,1.72,0.87,2.4,0.58,1.39,EW1 ,1.372983774,103.9492348,NE16,1.391694626,103.8954664
EW1  Pasir Ris,NE17 PTC  Punggol,42,1.78,0.87,2.4,0.58,1.45,EW1 ,1.372983774,103.9492348,NE17 ,1.404546728,103.902052
EW1  Pasir Ris,NE4 DT19 Chinatown,31,1.69,0.87,2.3,0.58,1.36,EW1 ,1.372983774,103.9492348,NE4,1.284359578,103.8434242
EW1  Pasir Ris,NE5 Clarke Quay,35,1.69,0.87,2.3,0.58,1.36,EW1 ,1.372983774,103.9492348,NE5 ,1.288386024,103.8465519
EW1  Pasir Ris,NE7 DT12 Little India,31,1.65,0.87,2.3,0.58,1.33,EW1 ,1.372983774,103.9492348,NE7 ,1.307198223,103.8485807
EW1  Pasir Ris,NE8 Farrer Park,37,1.69,0.87,2.3,0.58,1.36,EW1 ,1.372983774,103.9492348,NE8,1.31235984,103.8541717
EW1  Pasir Ris,NE9  Boon Keng,37,1.65,0.87,2.3,0.58,1.33,EW1 ,1.372983774,103.9492348,NE9 ,1.319395706,103.861679
EW1  Pasir Ris,NS1 EW24 Jurong East,52,1.93,0.87,2.5,0.58,1.58,EW1 ,1.372983774,103.9492348,NS1,1.33315262,103.7423112
EW1  Pasir Ris,NS10  Admiralty,54,1.94,0.87,2.5,0.58,1.59,EW1 ,1.372983774,103.9492348,NS10,1.440585001,103.8009982
EW1  Pasir Ris,NS11  Sembawang,51,1.91,0.87,2.5,0.58,1.56,EW1 ,1.372983774,103.9492348,NS11 ,1.449050821,103.8200504
EW1  Pasir Ris,NS13  Yishun,47,1.88,0.87,2.5,0.58,1.53,EW1 ,1.372983774,103.9492348,NS13,1.429443081,103.8350045
EW1  Pasir Ris,NS14 Khatib,45,1.87,0.87,2.5,0.58,1.52,EW1 ,1.372983774,103.9492348,NS14 ,1.41738337,103.83298
EW1  Pasir Ris,NS15  Yio Chu Kang,39,1.75,0.87,2.4,0.58,1.42,EW1 ,1.372983774,103.9492348,NS15,1.381756046,103.8449439
EW1  Pasir Ris,NS16  Ang Mo Kio,37,1.72,0.87,2.4,0.58,1.39,EW1 ,1.372983774,103.9492348,NS16 ,1.369347304,103.8499283
EW1  Pasir Ris,NS17  CC15  Bishan,31,1.61,0.87,2.3,0.58,1.3,EW1 ,1.372983774,103.9492348,NS17 ,1.350838988,103.8481398
EW1  Pasir Ris,NS18  Braddell,37,1.65,0.87,2.3,0.58,1.33,EW1 ,1.372983774,103.9492348,NS18,1.340471684,103.8467942
EW1  Pasir Ris,NS19  Toa Payoh,38,1.69,0.87,2.3,0.58,1.36,EW1 ,1.372983774,103.9492348,NS19 ,1.332628987,103.8474979
EW1  Pasir Ris,NS2 Bukit Batok,55,1.95,0.87,2.5,0.58,1.6,EW1 ,1.372983774,103.9492348,NS2,1.349034109,103.74959
EW1  Pasir Ris,NS20  Novena,36,1.75,0.87,2.4,0.58,1.42,EW1 ,1.372983774,103.9492348,NS20,1.320440791,103.8438228
EW1  Pasir Ris,NS21 DT11  Newton,33,1.69,0.87,2.3,0.58,1.36,EW1 ,1.372983774,103.9492348,NS21 ,1.3123201,103.8379841
EW1  Pasir Ris,NS22  Orchard,32,1.75,0.87,2.4,0.58,1.42,EW1 ,1.372983774,103.9492348,NS22 ,1.303981012,103.8322417
EW1  Pasir Ris,NS23  Somerset,30,1.72,0.87,2.4,0.58,1.39,EW1 ,1.372983774,103.9492348,NS23 ,1.300260055,103.8390737
EW1  Pasir Ris,NS24 NE6 CC1 Dhoby Ghaut,29,1.69,0.87,2.3,0.58,1.36,EW1 ,1.372983774,103.9492348,NS24 ,1.298701307,103.8461119
EW1  Pasir Ris,NS25 EW13 City Hall,27,1.65,0.87,2.3,0.58,1.33,EW1 ,1.372983774,103.9492348,NS25 ,1.292936243,103.852581
EW1  Pasir Ris,NS26 EW14  Raffles Place,29,1.69,0.87,2.3,0.58,1.36,EW1 ,1.372983774,103.9492348,NS26 ,1.284125611,103.8514572
EW1  Pasir Ris,NS27 CE2 Marina Bay,31,1.69,0.87,2.3,0.58,1.36,EW1 ,1.372983774,103.9492348,NS27 ,1.276427355,103.8545925
EW1  Pasir Ris,NS28 Marina South Pier,33,1.75,0.87,2.4,0.58,1.42,EW1 ,1.372983774,103.9492348,NS28,1.271336711,103.8628525
EW1  Pasir Ris,NS3 Bukit Gombak,57,1.96,0.87,2.5,0.58,1.61,EW1 ,1.372983774,103.9492348,NS3,1.358761857,103.7519164
EW1  Pasir Ris,NS4 BP1 Choa Chu Kang,61,1.96,0.87,2.5,0.58,1.61,EW1 ,1.372983774,103.9492348,NS4,1.385361693,103.744367
EW1  Pasir Ris,NS5  Yew Tee,63,1.97,0.87,2.5,0.58,1.62,EW1 ,1.372983774,103.9492348,NS5 ,1.397535018,103.7474307
EW1  Pasir Ris,NS7 Kranji,61,1.99,0.87,2.5,0.58,1.64,EW1 ,1.372983774,103.9492348,NS7 ,1.425177699,103.7621874
EW1  Pasir Ris,NS8 Marsiling,59,1.97,0.87,2.5,0.58,1.62,EW1 ,1.372983774,103.9492348,NS8 ,1.432514421,103.77409
EW1  Pasir Ris,NS9  Woodlands,56,1.95,0.87,2.5,0.58,1.6,EW1 ,1.372983774,103.9492348,NS9 ,1.436875128,103.7864999
EW1  Pasir Ris,PE1 Cove,49,1.81,0.87,2.4,0.58,1.48,EW1 ,1.372983774,103.9492348,PE1 ,1.399281985,103.9059403
EW1  Pasir Ris,PE2  Meridian,50,1.81,0.87,2.4,0.58,1.48,EW1 ,1.372983774,103.9492348,PE2 ,1.396912053,103.9089277
EW1  Pasir Ris,PE3 Coral Edge,52,1.83,0.87,2.5,0.58,1.5,EW1 ,1.372983774,103.9492348,PE3,1.393909226,103.9125574
EW1  Pasir Ris,PE4  Riviera,53,1.83,0.87,2.5,0.58,1.5,EW1 ,1.372983774,103.9492348,PE4 ,1.394524496,103.9161415
EW1  Pasir Ris,PE5 Kadaloor,52,1.83,0.87,2.5,0.58,1.5,EW1 ,1.372983774,103.9492348,PE5,1.399584853,103.9164619
EW1  Pasir Ris,PE6  Oasis,51,1.81,0.87,2.4,0.58,1.48,EW1 ,1.372983774,103.9492348,PE6 ,1.402286677,103.9127036
EW1  Pasir Ris,PE7 Damai,49,1.81,0.87,2.4,0.58,1.48,EW1 ,1.372983774,103.9492348,PE7,1.405234836,103.9085809
EW1  Pasir Ris,PW1  Sam Kee,47,1.78,0.87,2.4,0.58,1.45,EW1 ,1.372983774,103.9492348,PW1 ,1.409612685,103.9048099
EW1  Pasir Ris,PW3  Punggol Point,49,1.81,0.87,2.4,0.58,1.48,EW1 ,1.372983774,103.9492348,PW3 ,1.41684852,103.9066284
EW1  Pasir Ris,PW4  Samudera,50,1.83,0.87,2.5,0.58,1.5,EW1 ,1.372983774,103.9492348,PW4 ,1.415901719,103.9021353
EW1  Pasir Ris,PW5  Nibong,50,1.83,0.87,2.5,0.58,1.5,EW1 ,1.372983774,103.9492348,PW5 ,1.411870458,103.9002935
EW1  Pasir Ris,PW6  Sumang,49,1.81,0.87,2.4,0.58,1.48,EW1 ,1.372983774,103.9492348,PW6 ,1.408452426,103.8985387
EW1  Pasir Ris,PW7  Soo Teck,48,1.81,0.87,2.4,0.58,1.48,EW1 ,1.372983774,103.9492348,PW7 ,1.405088585,103.8971904
EW1  Pasir Ris,SE1 Compassvale,50,1.75,0.87,2.4,0.58,1.42,EW1 ,1.372983774,103.9492348,SE1,1.394493046,103.9004726
EW1  Pasir Ris,SE2  Rumbia,51,1.78,0.87,2.4,0.58,1.45,EW1 ,1.372983774,103.9492348,SE2 ,1.391468497,103.9059522
EW1  Pasir Ris,SE3  Bakau,53,1.78,0.87,2.4,0.58,1.45,EW1 ,1.372983774,103.9492348,SE3  ,1.388092704,103.9054179
EW1  Pasir Ris,SE4 Kangkar,51,1.78,0.87,2.4,0.58,1.45,EW1 ,1.372983774,103.9492348,SE4,1.383978902,103.9021539
EW1  Pasir Ris,SE5  Ranggung,50,1.75,0.87,2.4,0.58,1.42,EW1 ,1.372983774,103.9492348,SE5 ,1.384233561,103.897176
EW1  Pasir Ris,SW1 Cheng Lim,48,1.75,0.87,2.4,0.58,1.42,EW1 ,1.372983774,103.9492348,SW1 ,1.396277631,103.8937792
EW1  Pasir Ris,SW2 Farmway,50,1.75,0.87,2.4,0.58,1.42,EW1 ,1.372983774,103.9492348,SW2,1.397170196,103.8892882
EW1  Pasir Ris,SW3 Kupang,51,1.78,0.87,2.4,0.58,1.45,EW1 ,1.372983774,103.9492348,SW3,1.398212828,103.881242
EW1  Pasir Ris,SW4  Thanggam,52,1.81,0.87,2.4,0.58,1.48,EW1 ,1.372983774,103.9492348,SW4 ,1.397318155,103.8756226
EW1  Pasir Ris,SW5 Fernvale,53,1.81,0.87,2.4,0.58,1.48,EW1 ,1.372983774,103.9492348,SW5 ,1.391885888,103.8762959
EW1  Pasir Ris,SW6 Layar,51,1.78,0.87,2.4,0.58,1.45,EW1 ,1.372983774,103.9492348,SW6 ,1.392079839,103.8800158
EW1  Pasir Ris,SW7  Tongkang,49,1.78,0.87,2.4,0.58,1.45,EW1 ,1.372983774,103.9492348,SW7 ,1.389347953,103.8858287
EW1  Pasir Ris,SW8  Renjong,48,1.75,0.87,2.4,0.58,1.42,EW1 ,1.372983774,103.9492348,SW8,1.386723922,103.8905227
EW10 Kallang,BP10 Fajar,40,1.72,0.87,2.4,0.58,1.39,EW10,1.31148891,103.8713766,BP10 ,1.384520796,103.7708268
EW10 Kallang,BP11  Segar,40,1.72,0.87,2.4,0.58,1.39,EW10,1.31148891,103.8713766,BP11 ,1.387772131,103.7696171
EW10 Kallang,BP12 Jelapang,38,1.69,0.87,2.3,0.58,1.36,EW10,1.31148891,103.8713766,BP12,1.386703025,103.7645235
EW10 Kallang,BP13  Senja,37,1.65,0.87,2.3,0.58,1.33,EW10,1.31148891,103.8713766,BP13 ,1.382692296,103.7623879
EW10 Kallang,BP14  Ten Mile Junction,37,1.65,0.87,2.3,0.58,1.33,EW10,1.31148891,103.8713766,BP14 ,1.380321008,103.760161
EW10 Kallang,BP2  South View,41,1.72,0.87,2.4,0.58,1.39,EW10,1.31148891,103.8713766,BP2 ,1.380298287,103.7453173
EW10 Kallang,BP3 Keat Hong,40,1.72,0.87,2.4,0.58,1.39,EW10,1.31148891,103.8713766,BP3 ,1.378602766,103.7490799
EW10 Kallang,BP4  Teck Whye,39,1.69,0.87,2.3,0.58,1.36,EW10,1.31148891,103.8713766,BP4 ,1.376684679,103.7537352
EW10 Kallang,BP5  Phoenix,37,1.65,0.87,2.3,0.58,1.33,EW10,1.31148891,103.8713766,BP5 ,1.378618844,103.7580559
EW10 Kallang,BP6 DT1 Bukit Panjang,32,1.65,0.87,2.3,0.58,1.33,EW10,1.31148891,103.8713766,BP6 ,1.377909898,103.763034
EW10 Kallang,BP7  Petir,37,1.65,0.87,2.3,0.58,1.33,EW10,1.31148891,103.8713766,BP7 ,1.377750334,103.7666882
EW10 Kallang,BP8  Pending,38,1.69,0.87,2.3,0.58,1.36,EW10,1.31148891,103.8713766,BP8 ,1.376142883,103.7712881
EW10 Kallang,BP9  Bangkit,39,1.69,0.87,2.3,0.58,1.36,EW10,1.31148891,103.8713766,BP9  ,1.380017897,103.7726667
EW10 Kallang,CC10 DT26 MacPherson,10,0.87,0.61,1.6,0.42,0.71,EW10,1.31148891,103.8713766,CC10,1.326345372,103.8902718
EW10 Kallang,CC11  Tai Seng,12,0.97,0.68,1.6,0.47,0.79,EW10,1.31148891,103.8713766,CC11 ,1.335433322,103.88818
EW10 Kallang,CC12  Bartley,14,1.07,0.75,1.6,0.52,0.87,EW10,1.31148891,103.8713766,CC12,1.342828338,103.8797462
EW10 Kallang,CC14 Lorong Chuan,19,1.23,0.87,1.8,0.58,1,EW10,1.31148891,103.8713766,CC14 ,1.351612171,103.8641434
EW10 Kallang,CC16 Marymount,24,1.37,0.87,2,0.58,1.12,EW10,1.31148891,103.8713766,CC16 ,1.348707263,103.8394214
EW10 Kallang,CC17 Caldecott,25,1.41,0.87,2.2,0.58,1.15,EW10,1.31148891,103.8713766,CC17 ,1.337674508,103.8395281
EW10 Kallang,CC19  DT9  Botanic Gardens,16,1.23,0.87,1.8,0.58,1,EW10,1.31148891,103.8713766,CC19,1.322110193,103.8149876
EW10 Kallang,CC2  Bras Basah,13,0.97,0.68,1.6,0.47,0.79,EW10,1.31148891,103.8713766,CC2  ,1.296861687,103.8506629
EW10 Kallang,CC20 Farrer Road,22,1.29,0.87,1.8,0.58,1.06,EW10,1.31148891,103.8713766,CC20,1.317510612,103.8075929
EW10 Kallang,CC21 Holland Village,25,1.33,0.87,2,0.58,1.09,EW10,1.31148891,103.8713766,CC21,1.31183479,103.7962016
EW10 Kallang,CC23  one-north,27,1.41,0.87,2.2,0.58,1.15,EW10,1.31148891,103.8713766,CC23 ,1.299759879,103.7874693
EW10 Kallang,CC24 Kent Ridge,29,1.45,0.87,2.2,0.58,1.18,EW10,1.31148891,103.8713766,CC24 ,1.293462633,103.7846438
EW10 Kallang,CC25 Haw Par Villa,31,1.49,0.87,2.2,0.58,1.21,EW10,1.31148891,103.8713766,CC25,1.282542157,103.7818234
EW10 Kallang,CC26  Pasir Panjang,29,1.45,0.87,2.2,0.58,1.18,EW10,1.31148891,103.8713766,CC26,1.276213523,103.7913607
EW10 Kallang,CC27 Labrador Park,26,1.41,0.87,2.2,0.58,1.15,EW10,1.31148891,103.8713766,CC27,1.272332732,103.8029471
EW10 Kallang,CC28  Telok Blangah,24,1.37,0.87,2,0.58,1.12,EW10,1.31148891,103.8713766,CC28 ,1.270753211,103.8097544
EW10 Kallang,CC3 Esplanade,11,0.87,0.61,1.6,0.42,0.71,EW10,1.31148891,103.8713766,CC3,1.293321608,103.8554985
EW10 Kallang,CC4 DT15  Promenade,9,0.77,0.54,1.4,0.37,0.63,EW10,1.31148891,103.8713766,CC4 ,1.293218051,103.8609921
EW10 Kallang,CC5  Nicoll Highway,11,0.87,0.61,1.6,0.42,0.71,EW10,1.31148891,103.8713766,CC5 ,1.299766835,103.8636292
EW10 Kallang,CC6  Stadium,13,1.07,0.75,1.6,0.52,0.87,EW10,1.31148891,103.8713766,CC6 ,1.30284063,103.8753395
EW10 Kallang,CC7  Mountbatten,12,0.97,0.68,1.6,0.47,0.79,EW10,1.31148891,103.8713766,CC7 ,1.306201905,103.8825153
EW10 Kallang,CC8 Dakota,10,0.87,0.61,1.6,0.42,0.71,EW10,1.31148891,103.8713766,CC8,1.30838264,103.888648
EW10 Kallang,CE1  DT16  Bayfront,11,0.97,0.68,1.6,0.47,0.79,EW10,1.31148891,103.8713766,CE1  ,1.281873788,103.8590733
EW10 Kallang,CG1 DT35 Expo,16,1.37,0.87,2,0.58,1.12,EW10,1.31148891,103.8713766,CG1,1.334549778,103.9615134
EW10 Kallang,CG2 Changi Airport,21,1.53,0.87,2.2,0.58,1.24,EW10,1.31148891,103.8713766,CG2 ,1.357314545,103.9883212
EW10 Kallang,DT10  Stevens,14,1.16,0.81,1.8,0.55,0.94,EW10,1.31148891,103.8713766,DT10 ,1.320065557,103.8260263
EW10 Kallang,DT13  Rochor,9,0.77,0.54,1.4,0.37,0.63,EW10,1.31148891,103.8713766,DT13,1.306800025,103.8496427
EW10 Kallang,DT17 Downtown,13,1.07,0.75,1.6,0.52,0.87,EW10,1.31148891,103.8713766,DT17,1.27944619,103.8528356
EW10 Kallang,DT18  Telok Ayer,14,1.07,0.75,1.6,0.52,0.87,EW10,1.31148891,103.8713766,DT18,1.282289536,103.8482991
EW10 Kallang,DT2 Cashew,30,1.61,0.87,2.3,0.58,1.3,EW10,1.31148891,103.8713766,DT2 ,1.369369831,103.764714
EW10 Kallang,DT20 Fort Canning,17,1.16,0.81,1.8,0.55,0.94,EW10,1.31148891,103.8713766,DT20,1.292478928,103.8443255
EW10 Kallang,DT21  Bencoolen,19,1.23,0.87,1.8,0.58,1,EW10,1.31148891,103.8713766,DT21 ,1.29886427,103.8503799
EW10 Kallang,DT22 Jalan Besar,21,1.29,0.87,1.8,0.58,1.06,EW10,1.31148891,103.8713766,DT22,1.305403642,103.8554713
EW10 Kallang,DT23  Bendemeer,19,1.23,0.87,1.8,0.58,1,EW10,1.31148891,103.8713766,DT23,1.313672233,103.8629702
EW10 Kallang,DT24 Geylang Bahru,17,1.07,0.75,1.6,0.52,0.87,EW10,1.31148891,103.8713766,DT24,1.321505838,103.8718904
EW10 Kallang,DT25 Mattar,15,0.97,0.68,1.6,0.47,0.79,EW10,1.31148891,103.8713766,DT25 ,1.326876715,103.8832341
EW10 Kallang,DT27  Ubi,15,0.97,0.68,1.6,0.47,0.79,EW10,1.31148891,103.8713766,DT27 ,1.329956826,103.8992348
EW10 Kallang,DT28 Kaki Bukit,17,1.07,0.75,1.6,0.52,0.87,EW10,1.31148891,103.8713766,DT28 ,1.334967302,103.9084393
EW10 Kallang,DT29  Bedok North,19,1.16,0.81,1.8,0.55,0.94,EW10,1.31148891,103.8713766,DT29 ,1.334742117,103.9179554
EW10 Kallang,DT3 Hillview,28,1.57,0.87,2.3,0.58,1.27,EW10,1.31148891,103.8713766,DT3,1.362344869,103.7674369
EW10 Kallang,DT30  Bedok Reservoir,21,1.29,0.87,1.8,0.58,1.06,EW10,1.31148891,103.8713766,DT30,1.33660783,103.9322077
EW10 Kallang,DT31  Tampines West,23,1.37,0.87,2,0.58,1.12,EW10,1.31148891,103.8713766,DT31,1.345515305,103.938408
EW10 Kallang,DT33  Tampines East,24,1.45,0.87,2.2,0.58,1.18,EW10,1.31148891,103.8713766,DT33 ,1.356191483,103.9546005
EW10 Kallang,DT34  Upper Changi,21,1.41,0.87,2.2,0.58,1.15,EW10,1.31148891,103.8713766,DT34 ,1.341737484,103.9614367
EW10 Kallang,DT5  Beauty World,24,1.45,0.87,2.2,0.58,1.18,EW10,1.31148891,103.8713766,DT5  ,1.341223176,103.77581
EW10 Kallang,DT6 King Albert Park,22,1.41,0.87,2.2,0.58,1.15,EW10,1.31148891,103.8713766,DT6 ,1.335665121,103.7838201
EW10 Kallang,DT7  Sixth Avenue,20,1.33,0.87,2,0.58,1.09,EW10,1.31148891,103.8713766,DT7 ,1.330786387,103.7972561
EW10 Kallang,DT8  Tan Kah Kee,18,1.29,0.87,1.8,0.58,1.06,EW10,1.31148891,103.8713766,DT8 ,1.325883209,103.8073292
EW10 Kallang,EW1  Pasir Ris,21,1.53,0.87,2.2,0.58,1.24,EW10,1.31148891,103.8713766,EW1 ,1.372983774,103.9492348
EW10 Kallang,EW10 Kallang,0,0.77,0.54,1.4,0.37,0.63,EW10,1.31148891,103.8713766,EW10,1.31148891,103.8713766
EW10 Kallang,EW11 Lavender,2,0.77,0.54,1.4,0.37,0.63,EW10,1.31148891,103.8713766,EW11 ,1.30735702,103.8628215
EW10 Kallang,EW12  DT14  Bugis,4,0.77,0.54,1.4,0.37,0.63,EW10,1.31148891,103.8713766,EW12 ,1.300465076,103.8557007
EW10 Kallang,EW15  Tanjong Pagar,10,1.07,0.75,1.6,0.52,0.87,EW10,1.31148891,103.8713766,EW15,1.276521247,103.8458611
EW10 Kallang,EW16 NE3  Outram Park,12,1.16,0.81,1.8,0.55,0.94,EW10,1.31148891,103.8713766,EW16,1.279764543,103.8395732
EW10 Kallang,EW17  Tiong Bahru,14,1.23,0.87,1.8,0.58,1,EW10,1.31148891,103.8713766,EW17,1.286193393,103.827021
EW10 Kallang,EW18  Redhill,16,1.29,0.87,1.8,0.58,1.06,EW10,1.31148891,103.8713766,EW18,1.289562726,103.8168209
EW10 Kallang,EW19  Queenstown,18,1.37,0.87,2,0.58,1.12,EW10,1.31148891,103.8713766,EW19 ,1.294860933,103.8058913
EW10 Kallang,EW2 DT32  Tampines,19,1.41,0.87,2.2,0.58,1.15,EW10,1.31148891,103.8713766,EW2 ,1.353301356,103.9451175
EW10 Kallang,EW20 Commonwealth,20,1.41,0.87,2.2,0.58,1.15,EW10,1.31148891,103.8713766,EW20,1.302438735,103.7983136
EW10 Kallang,EW21 CC22 Buona Vista,22,1.37,0.87,2,0.58,1.12,EW10,1.31148891,103.8713766,EW21 ,1.307183467,103.7902028
EW10 Kallang,EW22 Dover,24,1.45,0.87,2.2,0.58,1.18,EW10,1.31148891,103.8713766,EW22 ,1.311405293,103.7786522
EW10 Kallang,EW23 Clementi,27,1.49,0.87,2.2,0.58,1.21,EW10,1.31148891,103.8713766,EW23 ,1.314954492,103.7653168
EW10 Kallang,EW25 Chinese Garden,33,1.69,0.87,2.3,0.58,1.36,EW10,1.31148891,103.8713766,EW25,1.342352821,103.7326244
EW10 Kallang,EW26 Lakeside,35,1.75,0.87,2.4,0.58,1.42,EW10,1.31148891,103.8713766,EW26,1.344259249,103.7209802
