Station_start,Station_end,Time,Adult,Senior,Standard,Student,WTCS,REF_STNSTART,Latitude_Start,Longitude_Start,REF_STNEND,Latitude_End,Longitude_End
BP10 Fajar,BP10 Fajar,0,0.77,0.54,1.4,0.37,0.63,BP10 ,1.384520796,103.7708268,BP10 ,1.384520796,103.7708268
BP10 Fajar,BP11  Segar,1,0.77,0.54,1.4,0.37,0.63,BP10 ,1.384520796,103.7708268,BP11 ,1.387772131,103.7696171
BP10 Fajar,BP12 Jelapang,2,0.77,0.54,1.4,0.37,0.63,BP10 ,1.384520796,103.7708268,BP12,1.386703025,103.7645235
BP10 Fajar,BP13  Senja,3,0.77,0.54,1.4,0.37,0.63,BP10 ,1.384520796,103.7708268,BP13 ,1.382692296,103.7623879
BP10 Fajar,BP14  Ten Mile Junction,5,0.77,0.54,1.4,0.37,0.63,BP10 ,1.384520796,103.7708268,BP14 ,1.380321008,103.760161
BP10 Fajar,BP2  South View,9,0.97,0.68,1.6,0.47,0.79,BP10 ,1.384520796,103.7708268,BP2 ,1.380298287,103.7453173
BP10 Fajar,BP3 Keat Hong,8,0.87,0.61,1.6,0.42,0.71,BP10 ,1.384520796,103.7708268,BP3 ,1.378602766,103.7490799
BP10 Fajar,BP4  Teck Whye,7,0.87,0.61,1.6,0.42,0.71,BP10 ,1.384520796,103.7708268,BP4 ,1.376684679,103.7537352
BP10 Fajar,BP5  Phoenix,5,0.77,0.54,1.4,0.37,0.63,BP10 ,1.384520796,103.7708268,BP5 ,1.378618844,103.7580559
BP10 Fajar,BP6 DT1 Bukit Panjang,4,0.77,0.54,1.4,0.37,0.63,BP10 ,1.384520796,103.7708268,BP6 ,1.377909898,103.763034
BP10 Fajar,BP7  Petir,3,0.77,0.54,1.4,0.37,0.63,BP10 ,1.384520796,103.7708268,BP7 ,1.377750334,103.7666882
BP10 Fajar,BP8  Pending,2,0.77,0.54,1.4,0.37,0.63,BP10 ,1.384520796,103.7708268,BP8 ,1.376142883,103.7712881
BP10 Fajar,BP9  Bangkit,1,0.77,0.54,1.4,0.37,0.63,BP10 ,1.384520796,103.7708268,BP9  ,1.380017897,103.7726667
BP10 Fajar,CC10 DT26 MacPherson,47,1.83,0.87,2.5,0.58,1.5,BP10 ,1.384520796,103.7708268,CC10,1.326345372,103.8902718
BP10 Fajar,CC11  Tai Seng,47,1.83,0.87,2.5,0.58,1.5,BP10 ,1.384520796,103.7708268,CC11 ,1.335433322,103.88818
BP10 Fajar,CC12  Bartley,45,1.81,0.87,2.4,0.58,1.48,BP10 ,1.384520796,103.7708268,CC12,1.342828338,103.8797462
BP10 Fajar,CC14 Lorong Chuan,40,1.75,0.87,2.4,0.58,1.42,BP10 ,1.384520796,103.7708268,CC14 ,1.351612171,103.8641434
BP10 Fajar,CC16 Marymount,35,1.61,0.87,2.3,0.58,1.3,BP10 ,1.384520796,103.7708268,CC16 ,1.348707263,103.8394214
BP10 Fajar,CC17 Caldecott,33,1.57,0.87,2.3,0.58,1.27,BP10 ,1.384520796,103.7708268,CC17 ,1.337674508,103.8395281
BP10 Fajar,CC19  DT9  Botanic Gardens,24,1.41,0.87,2.2,0.58,1.15,BP10 ,1.384520796,103.7708268,CC19,1.322110193,103.8149876
BP10 Fajar,CC2  Bras Basah,39,1.65,0.87,2.3,0.58,1.33,BP10 ,1.384520796,103.7708268,CC2  ,1.296861687,103.8506629
BP10 Fajar,CC20 Farrer Road,30,1.45,0.87,2.2,0.58,1.18,BP10 ,1.384520796,103.7708268,CC20,1.317510612,103.8075929
BP10 Fajar,CC21 Holland Village,33,1.53,0.87,2.2,0.58,1.24,BP10 ,1.384520796,103.7708268,CC21,1.31183479,103.7962016
BP10 Fajar,CC23  one-north,36,1.61,0.87,2.3,0.58,1.3,BP10 ,1.384520796,103.7708268,CC23 ,1.299759879,103.7874693
BP10 Fajar,CC24 Kent Ridge,38,1.61,0.87,2.3,0.58,1.3,BP10 ,1.384520796,103.7708268,CC24 ,1.293462633,103.7846438
BP10 Fajar,CC25 Haw Par Villa,40,1.69,0.87,2.3,0.58,1.36,BP10 ,1.384520796,103.7708268,CC25,1.282542157,103.7818234
BP10 Fajar,CC26  Pasir Panjang,42,1.72,0.87,2.4,0.58,1.39,BP10 ,1.384520796,103.7708268,CC26,1.276213523,103.7913607
BP10 Fajar,CC27 Labrador Park,45,1.78,0.87,2.4,0.58,1.45,BP10 ,1.384520796,103.7708268,CC27,1.272332732,103.8029471
BP10 Fajar,CC28  Telok Blangah,47,1.78,0.87,2.4,0.58,1.45,BP10 ,1.384520796,103.7708268,CC28 ,1.270753211,103.8097544
BP10 Fajar,CC3 Esplanade,37,1.69,0.87,2.3,0.58,1.36,BP10 ,1.384520796,103.7708268,CC3,1.293321608,103.8554985
BP10 Fajar,CC4 DT15  Promenade,35,1.69,0.87,2.3,0.58,1.36,BP10 ,1.384520796,103.7708268,CC4 ,1.293218051,103.8609921
BP10 Fajar,CC5  Nicoll Highway,37,1.72,0.87,2.4,0.58,1.39,BP10 ,1.384520796,103.7708268,CC5 ,1.299766835,103.8636292
BP10 Fajar,CC6  Stadium,39,1.75,0.87,2.4,0.58,1.42,BP10 ,1.384520796,103.7708268,CC6 ,1.30284063,103.8753395
BP10 Fajar,CC7  Mountbatten,41,1.78,0.87,2.4,0.58,1.45,BP10 ,1.384520796,103.7708268,CC7 ,1.306201905,103.8825153
BP10 Fajar,CC8 Dakota,43,1.81,0.87,2.4,0.58,1.48,BP10 ,1.384520796,103.7708268,CC8,1.30838264,103.888648
BP10 Fajar,CE1  DT16  Bayfront,37,1.72,0.87,2.4,0.58,1.39,BP10 ,1.384520796,103.7708268,CE1  ,1.281873788,103.8590733
BP10 Fajar,CG1 DT35 Expo,56,1.92,0.87,2.5,0.58,1.57,BP10 ,1.384520796,103.7708268,CG1,1.334549778,103.9615134
BP10 Fajar,CG2 Changi Airport,61,1.96,0.87,2.5,0.58,1.61,BP10 ,1.384520796,103.7708268,CG2 ,1.357314545,103.9883212
BP10 Fajar,DT10  Stevens,26,1.49,0.87,2.2,0.58,1.21,BP10 ,1.384520796,103.7708268,DT10 ,1.320065557,103.8260263
BP10 Fajar,DT13  Rochor,31,1.61,0.87,2.3,0.58,1.3,BP10 ,1.384520796,103.7708268,DT13,1.306800025,103.8496427
BP10 Fajar,DT17 Downtown,39,1.75,0.87,2.4,0.58,1.42,BP10 ,1.384520796,103.7708268,DT17,1.27944619,103.8528356
BP10 Fajar,DT18  Telok Ayer,40,1.72,0.87,2.4,0.58,1.39,BP10 ,1.384520796,103.7708268,DT18,1.282289536,103.8482991
BP10 Fajar,DT2 Cashew,10,0.87,0.61,1.6,0.42,0.71,BP10 ,1.384520796,103.7708268,DT2 ,1.369369831,103.764714
BP10 Fajar,DT20 Fort Canning,43,1.75,0.87,2.4,0.58,1.42,BP10 ,1.384520796,103.7708268,DT20,1.292478928,103.8443255
BP10 Fajar,DT21  Bencoolen,45,1.75,0.87,2.4,0.58,1.42,BP10 ,1.384520796,103.7708268,DT21 ,1.29886427,103.8503799
BP10 Fajar,DT22 Jalan Besar,47,1.78,0.87,2.4,0.58,1.45,BP10 ,1.384520796,103.7708268,DT22,1.305403642,103.8554713
BP10 Fajar,DT23  Bendemeer,49,1.83,0.87,2.5,0.58,1.5,BP10 ,1.384520796,103.7708268,DT23,1.313672233,103.8629702
BP10 Fajar,DT24 Geylang Bahru,51,1.85,0.87,2.5,0.58,1.51,BP10 ,1.384520796,103.7708268,DT24,1.321505838,103.8718904
BP10 Fajar,DT25 Mattar,52,1.85,0.87,2.5,0.58,1.51,BP10 ,1.384520796,103.7708268,DT25 ,1.326876715,103.8832341
BP10 Fajar,DT27  Ubi,52,1.85,0.87,2.5,0.58,1.51,BP10 ,1.384520796,103.7708268,DT27 ,1.329956826,103.8992348
BP10 Fajar,DT28 Kaki Bukit,54,1.87,0.87,2.5,0.58,1.52,BP10 ,1.384520796,103.7708268,DT28 ,1.334967302,103.9084393
BP10 Fajar,DT29  Bedok North,56,1.88,0.87,2.5,0.58,1.53,BP10 ,1.384520796,103.7708268,DT29 ,1.334742117,103.9179554
BP10 Fajar,DT3 Hillview,12,0.97,0.68,1.6,0.47,0.79,BP10 ,1.384520796,103.7708268,DT3,1.362344869,103.7674369
BP10 Fajar,DT30  Bedok Reservoir,58,1.9,0.87,2.5,0.58,1.55,BP10 ,1.384520796,103.7708268,DT30,1.33660783,103.9322077
BP10 Fajar,DT31  Tampines West,60,1.92,0.87,2.5,0.58,1.57,BP10 ,1.384520796,103.7708268,DT31,1.345515305,103.938408
BP10 Fajar,DT33  Tampines East,64,1.94,0.87,2.5,0.58,1.59,BP10 ,1.384520796,103.7708268,DT33 ,1.356191483,103.9546005
BP10 Fajar,DT34  Upper Changi,61,1.93,0.87,2.5,0.58,1.58,BP10 ,1.384520796,103.7708268,DT34 ,1.341737484,103.9614367
BP10 Fajar,DT5  Beauty World,16,1.16,0.81,1.8,0.55,0.94,BP10 ,1.384520796,103.7708268,DT5  ,1.341223176,103.77581
BP10 Fajar,DT6 King Albert Park,18,1.29,0.87,1.8,0.58,1.06,BP10 ,1.384520796,103.7708268,DT6 ,1.335665121,103.7838201
BP10 Fajar,DT7  Sixth Avenue,20,1.33,0.87,2,0.58,1.09,BP10 ,1.384520796,103.7708268,DT7 ,1.330786387,103.7972561
BP10 Fajar,DT8  Tan Kah Kee,22,1.37,0.87,2,0.58,1.12,BP10 ,1.384520796,103.7708268,DT8 ,1.325883209,103.8073292
BP10 Fajar,EW1  Pasir Ris,61,1.95,0.87,2.5,0.58,1.6,BP10 ,1.384520796,103.7708268,EW1 ,1.372983774,103.9492348
BP10 Fajar,EW10 Kallang,40,1.72,0.87,2.4,0.58,1.39,BP10 ,1.384520796,103.7708268,EW10,1.31148891,103.8713766
BP10 Fajar,EW11 Lavender,38,1.69,0.87,2.3,0.58,1.36,BP10 ,1.384520796,103.7708268,EW11 ,1.30735702,103.8628215
BP10 Fajar,EW12  DT14  Bugis,33,1.65,0.87,2.3,0.58,1.33,BP10 ,1.384520796,103.7708268,EW12 ,1.300465076,103.8557007
BP10 Fajar,EW15  Tanjong Pagar,42,1.75,0.87,2.4,0.58,1.42,BP10 ,1.384520796,103.7708268,EW15,1.276521247,103.8458611
BP10 Fajar,EW16 NE3  Outram Park,41,1.72,0.87,2.4,0.58,1.39,BP10 ,1.384520796,103.7708268,EW16,1.279764543,103.8395732
BP10 Fajar,EW17  Tiong Bahru,39,1.75,0.87,2.4,0.58,1.42,BP10 ,1.384520796,103.7708268,EW17,1.286193393,103.827021
BP10 Fajar,EW18  Redhill,37,1.72,0.87,2.4,0.58,1.39,BP10 ,1.384520796,103.7708268,EW18,1.289562726,103.8168209
BP10 Fajar,EW19  Queenstown,35,1.65,0.87,2.3,0.58,1.33,BP10 ,1.384520796,103.7708268,EW19 ,1.294860933,103.8058913
BP10 Fajar,EW2 DT32  Tampines,59,1.93,0.87,2.5,0.58,1.58,BP10 ,1.384520796,103.7708268,EW2 ,1.353301356,103.9451175
BP10 Fajar,EW20 Commonwealth,33,1.61,0.87,2.3,0.58,1.3,BP10 ,1.384520796,103.7708268,EW20,1.302438735,103.7983136
BP10 Fajar,EW21 CC22 Buona Vista,31,1.57,0.87,2.3,0.58,1.27,BP10 ,1.384520796,103.7708268,EW21 ,1.307183467,103.7902028
BP10 Fajar,EW22 Dover,29,1.61,0.87,2.3,0.58,1.3,BP10 ,1.384520796,103.7708268,EW22 ,1.311405293,103.7786522
BP10 Fajar,EW23 Clementi,26,1.53,0.87,2.2,0.58,1.24,BP10 ,1.384520796,103.7708268,EW23 ,1.314954492,103.7653168
BP10 Fajar,EW25 Chinese Garden,24,1.49,0.87,2.2,0.58,1.21,BP10 ,1.384520796,103.7708268,EW25,1.342352821,103.7326244
BP10 Fajar,EW26 Lakeside,26,1.53,0.87,2.2,0.58,1.24,BP10 ,1.384520796,103.7708268,EW26,1.344259249,103.7209802
BP10 Fajar,EW27  Boon Lay,29,1.61,0.87,2.3,0.58,1.3,BP10 ,1.384520796,103.7708268,EW27 ,1.338604054,103.7060994
BP10 Fajar,EW28  Pioneer,31,1.65,0.87,2.3,0.58,1.33,BP10 ,1.384520796,103.7708268,EW28,1.337586882,103.6973586
BP10 Fajar,EW29 Joo Koon,35,1.72,0.87,2.4,0.58,1.39,BP10 ,1.384520796,103.7708268,EW29 ,1.327717173,103.6784167
BP10 Fajar,EW3  Simei,56,1.92,0.87,2.5,0.58,1.57,BP10 ,1.384520796,103.7708268,EW3 ,1.343202895,103.9533387
BP10 Fajar,EW30 Gul Circle,38,1.81,0.87,2.4,0.58,1.48,BP10 ,1.384520796,103.7708268,EW30,1.319505215,103.6605988
BP10 Fajar,EW31  Tuas Crescent,40,1.83,0.87,2.5,0.58,1.5,BP10 ,1.384520796,103.7708268,EW31,1.321026553,103.6491245
BP10 Fajar,EW32  Tuas West Road,42,1.87,0.87,2.5,0.58,1.52,BP10 ,1.384520796,103.7708268,EW32 ,1.329989089,103.6396662
BP10 Fajar,EW33  Tuas Link,44,1.88,0.87,2.5,0.58,1.53,BP10 ,1.384520796,103.7708268,EW33,1.340463766,103.6369324
BP10 Fajar,EW4  Tanah Merah,53,1.9,0.87,2.5,0.58,1.55,BP10 ,1.384520796,103.7708268,EW4 ,1.327187135,103.9463161
BP10 Fajar,EW5  Bedok,50,1.88,0.87,2.5,0.58,1.53,BP10 ,1.384520796,103.7708268,EW5  ,1.323979969,103.9299587
BP10 Fajar,EW6 Kembangan,48,1.85,0.87,2.5,0.58,1.51,BP10 ,1.384520796,103.7708268,EW6,1.321038249,103.9129282
BP10 Fajar,EW7 Eunos,46,1.83,0.87,2.5,0.58,1.5,BP10 ,1.384520796,103.7708268,EW7 ,1.319778952,103.9032339
BP10 Fajar,EW8 CC9  Paya Lebar,44,1.81,0.87,2.4,0.58,1.48,BP10 ,1.384520796,103.7708268,EW8,1.318112082,103.8930446
BP10 Fajar,EW9  Aljunied,42,1.78,0.87,2.4,0.58,1.45,BP10 ,1.384520796,103.7708268,EW9 ,1.316432612,103.882893
BP10 Fajar,NE1 CC29 HarbourFront,45,1.81,0.87,2.4,0.58,1.48,BP10 ,1.384520796,103.7708268,NE1 ,1.26547264,103.821446
BP10 Fajar,NE10  Potong Pasir,40,1.72,0.87,2.4,0.58,1.39,BP10 ,1.384520796,103.7708268,NE10 ,1.331379525,103.869046
BP10 Fajar,NE11  Woodleigh,42,1.75,0.87,2.4,0.58,1.42,BP10 ,1.384520796,103.7708268,NE11,1.339190046,103.8708081
BP10 Fajar,NE12 CC13  Serangoon,42,1.78,0.87,2.4,0.58,1.45,BP10 ,1.384520796,103.7708268,NE12 ,1.349707875,103.8735637
BP10 Fajar,NE13 Kovan,47,1.81,0.87,2.4,0.58,1.48,BP10 ,1.384520796,103.7708268,NE13,1.360179171,103.8850503
BP10 Fajar,NE14 Hougang,49,1.85,0.87,2.5,0.58,1.51,BP10 ,1.384520796,103.7708268,NE14,1.371292292,103.8923636
BP10 Fajar,NE15  Buangkok,51,1.87,0.87,2.5,0.58,1.52,BP10 ,1.384520796,103.7708268,NE15,1.382877858,103.8931042
BP10 Fajar,NE16 STC  Sengkang,54,1.88,0.87,2.5,0.58,1.53,BP10 ,1.384520796,103.7708268,NE16,1.391694626,103.8954664
BP10 Fajar,NE17 PTC  Punggol,55,1.9,0.87,2.5,0.58,1.55,BP10 ,1.384520796,103.7708268,NE17 ,1.404546728,103.902052
BP10 Fajar,NE4 DT19 Chinatown,40,1.72,0.87,2.4,0.58,1.39,BP10 ,1.384520796,103.7708268,NE4,1.284359578,103.8434242
BP10 Fajar,NE5 Clarke Quay,38,1.69,0.87,2.3,0.58,1.36,BP10 ,1.384520796,103.7708268,NE5 ,1.288386024,103.8465519
BP10 Fajar,NE7 DT12 Little India,30,1.61,0.87,2.3,0.58,1.3,BP10 ,1.384520796,103.7708268,NE7 ,1.307198223,103.8485807
BP10 Fajar,NE8 Farrer Park,36,1.61,0.87,2.3,0.58,1.3,BP10 ,1.384520796,103.7708268,NE8,1.31235984,103.8541717
BP10 Fajar,NE9  Boon Keng,38,1.69,0.87,2.3,0.58,1.36,BP10 ,1.384520796,103.7708268,NE9 ,1.319395706,103.861679
BP10 Fajar,NS1 EW24 Jurong East,22,1.41,0.87,2.2,0.58,1.15,BP10 ,1.384520796,103.7708268,NS1,1.33315262,103.7423112
BP10 Fajar,NS10  Admiralty,27,1.57,0.87,2.3,0.58,1.27,BP10 ,1.384520796,103.7708268,NS10,1.440585001,103.8009982
BP10 Fajar,NS11  Sembawang,30,1.65,0.87,2.3,0.58,1.33,BP10 ,1.384520796,103.7708268,NS11 ,1.449050821,103.8200504
BP10 Fajar,NS13  Yishun,34,1.75,0.87,2.4,0.58,1.42,BP10 ,1.384520796,103.7708268,NS13,1.429443081,103.8350045
BP10 Fajar,NS14 Khatib,36,1.81,0.87,2.4,0.58,1.48,BP10 ,1.384520796,103.7708268,NS14 ,1.41738337,103.83298
BP10 Fajar,NS15  Yio Chu Kang,42,1.81,0.87,2.4,0.58,1.48,BP10 ,1.384520796,103.7708268,NS15,1.381756046,103.8449439
BP10 Fajar,NS16  Ang Mo Kio,42,1.75,0.87,2.4,0.58,1.42,BP10 ,1.384520796,103.7708268,NS16 ,1.369347304,103.8499283
BP10 Fajar,NS17  CC15  Bishan,38,1.69,0.87,2.3,0.58,1.36,BP10 ,1.384520796,103.7708268,NS17 ,1.350838988,103.8481398
BP10 Fajar,NS18  Braddell,38,1.69,0.87,2.3,0.58,1.36,BP10 ,1.384520796,103.7708268,NS18,1.340471684,103.8467942
BP10 Fajar,NS19  Toa Payoh,36,1.65,0.87,2.3,0.58,1.33,BP10 ,1.384520796,103.7708268,NS19 ,1.332628987,103.8474979
BP10 Fajar,NS2 Bukit Batok,19,1.33,0.87,2,0.58,1.09,BP10 ,1.384520796,103.7708268,NS2,1.349034109,103.74959
BP10 Fajar,NS20  Novena,34,1.57,0.87,2.3,0.58,1.27,BP10 ,1.384520796,103.7708268,NS20,1.320440791,103.8438228
BP10 Fajar,NS21 DT11  Newton,28,1.53,0.87,2.2,0.58,1.24,BP10 ,1.384520796,103.7708268,NS21 ,1.3123201,103.8379841
BP10 Fajar,NS22  Orchard,34,1.57,0.87,2.3,0.58,1.27,BP10 ,1.384520796,103.7708268,NS22 ,1.303981012,103.8322417
BP10 Fajar,NS23  Somerset,36,1.61,0.87,2.3,0.58,1.3,BP10 ,1.384520796,103.7708268,NS23 ,1.300260055,103.8390737
BP10 Fajar,NS24 NE6 CC1 Dhoby Ghaut,36,1.65,0.87,2.3,0.58,1.33,BP10 ,1.384520796,103.7708268,NS24 ,1.298701307,103.8461119
BP10 Fajar,NS25 EW13 City Hall,38,1.69,0.87,2.3,0.58,1.36,BP10 ,1.384520796,103.7708268,NS25 ,1.292936243,103.852581
BP10 Fajar,NS26 EW14  Raffles Place,40,1.72,0.87,2.4,0.58,1.39,BP10 ,1.384520796,103.7708268,NS26 ,1.284125611,103.8514572
BP10 Fajar,NS27 CE2 Marina Bay,39,1.75,0.87,2.4,0.58,1.42,BP10 ,1.384520796,103.7708268,NS27 ,1.276427355,103.8545925
BP10 Fajar,NS28 Marina South Pier,44,1.78,0.87,2.4,0.58,1.45,BP10 ,1.384520796,103.7708268,NS28,1.271336711,103.8628525
BP10 Fajar,NS3 Bukit Gombak,17,1.29,0.87,1.8,0.58,1.06,BP10 ,1.384520796,103.7708268,NS3,1.358761857,103.7519164
BP10 Fajar,NS4 BP1 Choa Chu Kang,10,0.97,0.68,1.6,0.47,0.79,BP10 ,1.384520796,103.7708268,NS4,1.385361693,103.744367
BP10 Fajar,NS5  Yew Tee,15,1.16,0.81,1.8,0.55,0.94,BP10 ,1.384520796,103.7708268,NS5 ,1.397535018,103.7474307
BP10 Fajar,NS7 Kranji,20,1.37,0.87,2,0.58,1.12,BP10 ,1.384520796,103.7708268,NS7 ,1.425177699,103.7621874
BP10 Fajar,NS8 Marsiling,22,1.45,0.87,2.2,0.58,1.18,BP10 ,1.384520796,103.7708268,NS8 ,1.432514421,103.77409
BP10 Fajar,NS9  Woodlands,25,1.49,0.87,2.2,0.58,1.21,BP10 ,1.384520796,103.7708268,NS9 ,1.436875128,103.7864999
BP10 Fajar,PE1 Cove,62,1.91,0.87,2.5,0.58,1.56,BP10 ,1.384520796,103.7708268,PE1 ,1.399281985,103.9059403
BP10 Fajar,PE2  Meridian,63,1.91,0.87,2.5,0.58,1.56,BP10 ,1.384520796,103.7708268,PE2 ,1.396912053,103.9089277
BP10 Fajar,PE3 Coral Edge,65,1.92,0.87,2.5,0.58,1.57,BP10 ,1.384520796,103.7708268,PE3,1.393909226,103.9125574
BP10 Fajar,PE4  Riviera,66,1.93,0.87,2.5,0.58,1.58,BP10 ,1.384520796,103.7708268,PE4 ,1.394524496,103.9161415
BP10 Fajar,PE5 Kadaloor,65,1.92,0.87,2.5,0.58,1.57,BP10 ,1.384520796,103.7708268,PE5,1.399584853,103.9164619
BP10 Fajar,PE6  Oasis,64,1.92,0.87,2.5,0.58,1.57,BP10 ,1.384520796,103.7708268,PE6 ,1.402286677,103.9127036
BP10 Fajar,PE7 Damai,62,1.91,0.87,2.5,0.58,1.56,BP10 ,1.384520796,103.7708268,PE7,1.405234836,103.9085809
BP10 Fajar,PW1  Sam Kee,60,1.91,0.87,2.5,0.58,1.56,BP10 ,1.384520796,103.7708268,PW1 ,1.409612685,103.9048099
BP10 Fajar,PW3  Punggol Point,62,1.92,0.87,2.5,0.58,1.57,BP10 ,1.384520796,103.7708268,PW3 ,1.41684852,103.9066284
BP10 Fajar,PW4  Samudera,63,1.92,0.87,2.5,0.58,1.57,BP10 ,1.384520796,103.7708268,PW4 ,1.415901719,103.9021353
BP10 Fajar,PW5  Nibong,63,1.92,0.87,2.5,0.58,1.57,BP10 ,1.384520796,103.7708268,PW5 ,1.411870458,103.9002935
BP10 Fajar,PW6  Sumang,62,1.91,0.87,2.5,0.58,1.56,BP10 ,1.384520796,103.7708268,PW6 ,1.408452426,103.8985387
BP10 Fajar,PW7  Soo Teck,61,1.91,0.87,2.5,0.58,1.56,BP10 ,1.384520796,103.7708268,PW7 ,1.405088585,103.8971904
BP10 Fajar,SE1 Compassvale,63,1.89,0.87,2.5,0.58,1.54,BP10 ,1.384520796,103.7708268,SE1,1.394493046,103.9004726
BP10 Fajar,SE2  Rumbia,64,1.9,0.87,2.5,0.58,1.55,BP10 ,1.384520796,103.7708268,SE2 ,1.391468497,103.9059522
BP10 Fajar,SE3  Bakau,66,1.9,0.87,2.5,0.58,1.55,BP10 ,1.384520796,103.7708268,SE3  ,1.388092704,103.9054179
BP10 Fajar,SE4 Kangkar,64,1.9,0.87,2.5,0.58,1.55,BP10 ,1.384520796,103.7708268,SE4,1.383978902,103.9021539
BP10 Fajar,SE5  Ranggung,63,1.89,0.87,2.5,0.58,1.54,BP10 ,1.384520796,103.7708268,SE5 ,1.384233561,103.897176
BP10 Fajar,SW1 Cheng Lim,61,1.89,0.87,2.5,0.58,1.54,BP10 ,1.384520796,103.7708268,SW1 ,1.396277631,103.8937792
BP10 Fajar,SW2 Farmway,63,1.9,0.87,2.5,0.58,1.55,BP10 ,1.384520796,103.7708268,SW2,1.397170196,103.8892882
BP10 Fajar,SW3 Kupang,64,1.91,0.87,2.5,0.58,1.56,BP10 ,1.384520796,103.7708268,SW3,1.398212828,103.881242
BP10 Fajar,SW4  Thanggam,65,1.91,0.87,2.5,0.58,1.56,BP10 ,1.384520796,103.7708268,SW4 ,1.397318155,103.8756226
BP10 Fajar,SW5 Fernvale,66,1.91,0.87,2.5,0.58,1.56,BP10 ,1.384520796,103.7708268,SW5 ,1.391885888,103.8762959
BP10 Fajar,SW6 Layar,64,1.91,0.87,2.5,0.58,1.56,BP10 ,1.384520796,103.7708268,SW6 ,1.392079839,103.8800158
BP10 Fajar,SW7  Tongkang,62,1.9,0.87,2.5,0.58,1.55,BP10 ,1.384520796,103.7708268,SW7 ,1.389347953,103.8858287
BP10 Fajar,SW8  Renjong,61,1.89,0.87,2.5,0.58,1.54,BP10 ,1.384520796,103.7708268,SW8,1.386723922,103.8905227
BP11  Segar,BP10 Fajar,1,0.77,0.54,1.4,0.37,0.63,BP11 ,1.387772131,103.7696171,BP10 ,1.384520796,103.7708268
BP11  Segar,BP11  Segar,0,0.77,0.54,1.4,0.37,0.63,BP11 ,1.387772131,103.7696171,BP11 ,1.387772131,103.7696171
BP11  Segar,BP12 Jelapang,1,0.77,0.54,1.4,0.37,0.63,BP11 ,1.387772131,103.7696171,BP12,1.386703025,103.7645235
BP11  Segar,BP13  Senja,2,0.77,0.54,1.4,0.37,0.63,BP11 ,1.387772131,103.7696171,BP13 ,1.382692296,103.7623879
BP11  Segar,BP14  Ten Mile Junction,5,0.77,0.54,1.4,0.37,0.63,BP11 ,1.387772131,103.7696171,BP14 ,1.380321008,103.760161
BP11  Segar,BP2  South View,9,0.87,0.61,1.6,0.42,0.71,BP11 ,1.387772131,103.7696171,BP2 ,1.380298287,103.7453173
BP11  Segar,BP3 Keat Hong,8,0.87,0.61,1.6,0.42,0.71,BP11 ,1.387772131,103.7696171,BP3 ,1.378602766,103.7490799
BP11  Segar,BP4  Teck Whye,7,0.77,0.54,1.4,0.37,0.63,BP11 ,1.387772131,103.7696171,BP4 ,1.376684679,103.7537352
BP11  Segar,BP5  Phoenix,5,0.77,0.54,1.4,0.37,0.63,BP11 ,1.387772131,103.7696171,BP5 ,1.378618844,103.7580559
BP11  Segar,BP6 DT1 Bukit Panjang,4,0.77,0.54,1.4,0.37,0.63,BP11 ,1.387772131,103.7696171,BP6 ,1.377909898,103.763034
BP11  Segar,BP7  Petir,4,0.77,0.54,1.4,0.37,0.63,BP11 ,1.387772131,103.7696171,BP7 ,1.377750334,103.7666882
BP11  Segar,BP8  Pending,3,0.77,0.54,1.4,0.37,0.63,BP11 ,1.387772131,103.7696171,BP8 ,1.376142883,103.7712881
BP11  Segar,BP9  Bangkit,2,0.77,0.54,1.4,0.37,0.63,BP11 ,1.387772131,103.7696171,BP9  ,1.380017897,103.7726667
BP11  Segar,CC10 DT26 MacPherson,47,1.81,0.87,2.4,0.58,1.48,BP11 ,1.387772131,103.7696171,CC10,1.326345372,103.8902718
BP11  Segar,CC11  Tai Seng,47,1.83,0.87,2.5,0.58,1.5,BP11 ,1.387772131,103.7696171,CC11 ,1.335433322,103.88818
BP11  Segar,CC12  Bartley,45,1.81,0.87,2.4,0.58,1.48,BP11 ,1.387772131,103.7696171,CC12,1.342828338,103.8797462
BP11  Segar,CC14 Lorong Chuan,40,1.72,0.87,2.4,0.58,1.39,BP11 ,1.387772131,103.7696171,CC14 ,1.351612171,103.8641434
BP11  Segar,CC16 Marymount,35,1.61,0.87,2.3,0.58,1.3,BP11 ,1.387772131,103.7696171,CC16 ,1.348707263,103.8394214
BP11  Segar,CC17 Caldecott,33,1.57,0.87,2.3,0.58,1.27,BP11 ,1.387772131,103.7696171,CC17 ,1.337674508,103.8395281
BP11  Segar,CC19  DT9  Botanic Gardens,24,1.41,0.87,2.2,0.58,1.15,BP11 ,1.387772131,103.7696171,CC19,1.322110193,103.8149876
BP11  Segar,CC2  Bras Basah,39,1.65,0.87,2.3,0.58,1.33,BP11 ,1.387772131,103.7696171,CC2  ,1.296861687,103.8506629
BP11  Segar,CC20 Farrer Road,30,1.45,0.87,2.2,0.58,1.18,BP11 ,1.387772131,103.7696171,CC20,1.317510612,103.8075929
BP11  Segar,CC21 Holland Village,33,1.49,0.87,2.2,0.58,1.21,BP11 ,1.387772131,103.7696171,CC21,1.31183479,103.7962016
