id,index,name,desc
800,3395,ab,red-square
800,3396,ab,alphabet
801,3397,o2,alphabet
801,3398,o2,red-square
801,3399,o2,letter
802,3400,diamond_shape_with_a_dot_inside,jewel
802,3401,diamond_shape_with_a_dot_inside,blue
802,3402,diamond_shape_with_a_dot_inside,gem
802,3403,diamond_shape_with_a_dot_inside,crystal
802,3404,diamond_shape_with_a_dot_inside,fancy
803,3405,recycle,arrow
803,3406,recycle,environment
803,3407,recycle,garbage
803,3408,recycle,trash
804,3409,end,words
804,3410,end,arrow
805,3411,back,arrow
805,3412,back,words
805,3413,back,return
806,3414,on,arrow
806,3415,on,words
807,3416,soon,arrow
807,3417,soon,words
808,3418,clock1,time
808,3419,clock1,late
808,3420,clock1,early
808,3421,clock1,schedule
809,3422,clock130,time
809,3423,clock130,late
809,3424,clock130,early
809,3425,clock130,schedule
810,3426,clock10,time
810,3427,clock10,late
810,3428,clock10,early
810,3429,clock10,schedule
811,3430,clock1030,time
811,3431,clock1030,late
811,3432,clock1030,early
811,3433,clock1030,schedule
812,3434,clock11,time
812,3435,clock11,late
812,3436,clock11,early
812,3437,clock11,schedule
813,3438,clock1130,time
813,3439,clock1130,late
813,3440,clock1130,early
813,3441,clock1130,schedule
814,3442,clock12,midnight
814,3443,clock12,noon
814,3444,clock12,time
814,3445,clock12,late
814,3446,clock12,early
814,3447,clock12,schedule
815,3448,clock1230,time
815,3449,clock1230,late
815,3450,clock1230,early
815,3451,clock1230,schedule
816,3452,clock2,time
816,3453,clock2,late
816,3454,clock2,early
816,3455,clock2,schedule
817,3456,clock230,time
817,3457,clock230,late
817,3458,clock230,early
817,3459,clock230,schedule
818,3460,clock3,time
818,3461,clock3,late
818,3462,clock3,early
818,3463,clock3,schedule
819,3464,clock330,time
819,3465,clock330,late
819,3466,clock330,early
819,3467,clock330,schedule
820,3468,clock4,time
820,3469,clock4,late
820,3470,clock4,early
820,3471,clock4,schedule
821,3472,clock430,time
821,3473,clock430,late
821,3474,clock430,early
821,3475,clock430,schedule
822,3476,clock5,time
822,3477,clock5,late
822,3478,clock5,early
822,3479,clock5,schedule
823,3480,clock530,time
823,3481,clock530,late
823,3482,clock530,early
823,3483,clock530,schedule
824,3484,clock6,time
824,3485,clock6,late
824,3486,clock6,early
824,3487,clock6,schedule
824,3488,clock6,dawn
824,3489,clock6,dusk
825,3490,clock630,time
825,3491,clock630,late
825,3492,clock630,early
825,3493,clock630,schedule
826,3494,clock7,time
826,3495,clock7,late
826,3496,clock7,early
826,3497,clock7,schedule
827,3498,clock730,time
827,3499,clock730,late
827,3500,clock730,early
827,3501,clock730,schedule
828,3502,clock8,time
828,3503,clock8,late
828,3504,clock8,early
828,3505,clock8,schedule
829,3506,clock830,time
829,3507,clock830,late
829,3508,clock830,early
829,3509,clock830,schedule
830,3510,clock9,time
830,3511,clock9,late
830,3512,clock9,early
830,3513,clock9,schedule
831,3514,clock930,time
831,3515,clock930,late
831,3516,clock930,early
831,3517,clock930,schedule
832,3518,heavy_dollar_sign,money
832,3519,heavy_dollar_sign,sales
832,3520,heavy_dollar_sign,payment
832,3521,heavy_dollar_sign,currency
833,3522,copyright,ip
833,3523,copyright,license
833,3524,copyright,circle
833,3525,copyright,law
833,3526,copyright,legal
834,3527,registered,alphabet
834,3528,registered,circle
835,3529,tm,trademark
835,3530,tm,brand
835,3531,tm,law
835,3532,tm,legal
836,3533,x,no
836,3534,x,delete
836,3535,x,remove
837,3536,heavy_exclamation_mark,shocked
837,3537,heavy_exclamation_mark,surprised
838,3538,bangbang,exclamation
838,3539,bangbang,surprise
839,3540,interrobang,wat
839,3541,interrobang,punctuation
839,3542,interrobang,surprise
840,3543,o,circle
840,3544,o,round
841,3545,heavy_multiplication_x,math
841,3546,heavy_multiplication_x,calculation
842,3547,heavy_plus_sign,math
842,3548,heavy_plus_sign,calculation
842,3549,heavy_plus_sign,addition
842,3550,heavy_plus_sign,more
842,3551,heavy_plus_sign,increase
843,3552,heavy_minus_sign,math
843,3553,heavy_minus_sign,calculation
843,3554,heavy_minus_sign,subtract
843,3555,heavy_minus_sign,less
844,3556,heavy_division_sign,divide
844,3557,heavy_division_sign,math
844,3558,heavy_division_sign,calculation
845,3559,white_flower,floral
845,3560,white_flower,japanese
845,3561,white_flower,spring
846,3562,100,score
846,3563,100,perfect
846,3564,100,numbers
846,3565,100,century
846,3566,100,exam
846,3567,100,quiz
846,3568,100,test
846,3569,100,pass
846,3570,100,hundred
847,3571,heavy_check_mark,ok
847,3572,heavy_check_mark,nike
848,3573,ballot_box_with_check,ok
848,3574,ballot_box_with_check,agree
848,3575,ballot_box_with_check,confirm
848,3576,ballot_box_with_check,black-square
848,3577,ballot_box_with_check,vote
848,3578,ballot_box_with_check,election
849,3579,radio_button,input
849,3580,radio_button,old
849,3581,radio_button,music
849,3582,radio_button,circle
850,3583,link,rings
850,3584,link,url
851,3585,curly_loop,scribble
851,3586,curly_loop,draw
851,3587,curly_loop,shape
851,3588,curly_loop,squiggle
852,3589,wavy_dash,draw
852,3590,wavy_dash,line
852,3591,wavy_dash,moustache
852,3592,wavy_dash,mustache
852,3593,wavy_dash,squiggle
852,3594,wavy_dash,scribble
853,3595,part_alternation_mark,graph
853,3596,part_alternation_mark,presentation
853,3597,part_alternation_mark,stats
853,3598,part_alternation_mark,business
853,3599,part_alternation_mark,economics
853,3600,part_alternation_mark,bad
854,3601,trident,weapon
854,3602,trident,spear
855,3603,black_small_square,shape
855,3604,black_small_square,icon
856,3605,white_small_square,shape
856,3606,white_small_square,icon
857,3607,black_medium_small_square,icon
857,3608,black_medium_small_square,shape
857,3609,black_medium_small_square,button
858,3610,white_medium_small_square,shape
858,3611,white_medium_small_square,stone
858,3612,white_medium_small_square,icon
858,3613,white_medium_small_square,button
859,3614,black_medium_square,shape
859,3615,black_medium_square,button
859,3616,black_medium_square,icon
860,3617,white_medium_square,shape
860,3618,white_medium_square,stone
860,3619,white_medium_square,icon
861,3620,black_large_square,shape
861,3621,black_large_square,icon
861,3622,black_large_square,button
862,3623,white_large_square,shape
862,3624,white_large_square,icon
862,3625,white_large_square,stone
862,3626,white_large_square,button
863,3627,white_check_mark,green-square
863,3628,white_check_mark,ok
863,3629,white_check_mark,agree
863,3630,white_check_mark,vote
863,3631,white_check_mark,election
864,3632,black_square_button,shape
864,3633,black_square_button,input
864,3634,black_square_button,frame
865,3635,white_square_button,shape
865,3636,white_square_button,input
866,3637,black_circle,shape
866,3638,black_circle,button
866,3639,black_circle,round
867,3640,white_circle,shape
867,3641,white_circle,round
868,3642,red_circle,shape
868,3643,red_circle,error
868,3644,red_circle,danger
869,3645,large_blue_circle,shape
869,3646,large_blue_circle,icon
869,3647,large_blue_circle,button
870,3648,large_blue_diamond,shape
870,3649,large_blue_diamond,jewel
870,3650,large_blue_diamond,gem
871,3651,large_orange_diamond,shape
871,3652,large_orange_diamond,jewel
871,3653,large_orange_diamond,gem
872,3654,small_blue_diamond,shape
872,3655,small_blue_diamond,jewel
872,3656,small_blue_diamond,gem
873,3657,small_orange_diamond,shape
873,3658,small_orange_diamond,jewel
873,3659,small_orange_diamond,gem
874,3660,small_red_triangle,shape
874,3661,small_red_triangle,direction
874,3662,small_red_triangle,up
874,3663,small_red_triangle,top
875,3664,small_red_triangle_down,shape
875,3665,small_red_triangle_down,direction
875,3666,small_red_triangle_down,bottom
876,3667,shipit,squirrel
